,title,pages,publisher,category 1,category 2,category 3,is bestseller
1878,Far Away,288 pages,"Puffin Books; Reprint edition (March 3, 2020)Ê",in Children's Books on Death & Dying,in Children's Parents Books,in Children's Books on Emotions & Feelings (Books),0
1879,"UnTwisted (Twinchantment, Book 2)",336 pages,"Disney-Hyperion (April 7, 2020)Ê",in Children's Siblings Books (Books),in Children's Humor,in Children's Fantasy & Magic Books,0
1880,Mr. Lemoncello's All-Star Breakout Game (Mr. Lemoncello's Library),304 pages,"Yearling; Reprint edition (May 12, 2020)Ê",in Children,s Books about Libraries & Reading,"in Children's Mystery, Detective, & Spy",0
1881,One Speck of Truth,286 pages,"Quill Tree Books (March 5, 2019)Ê",in Children's Europe & Russia Fiction,in Children's Parent Books,in Children's New Family Experiences Books,0
1882,Two Dogs in a Trench Coat Start a Club by Accident (Two Dogs in a Trench Coat 2): Volume 2 (Two Dogs in a Trench Coat),208 pages,"Scholastic Inc. (January 29, 2019)Ê",in Children's Dog Books (Books),in Children's School Issues,in Children's Humor,0
1883,The Rambling,320 pages,"HarperCollins; Reprint edition (August 18, 2020)Ê",in Children's Folk Tales & Myths (Books),in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1884,"The Good, the Bad, and the Bossy (Best Babysitters Ever Book 2)",305 pages,"Clarion Books (August 6, 2019)Ê",in Children's Career Books,in Children's Jobs & Careers Reference Books,in Children's Books on Friendship,0
1885,Up for Air,304 pages,"Harry N. Abrams (April 13, 2021)Ê",in Children's Water Sports Books (Books),in Children's School Issues,in Children's Friendship Books,0
1886,Starfell #1: Willow Moss & the Lost Day,240 pages,"HarperCollins; Reprint edition (December 22, 2020)Ê",in Children's Friendship Books,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1887,Spy Runner,352 pages,"Henry Holt and Co. (BYR) (February 12, 2019)Ê",in Children's 1900s American Historical Fiction,"in Children's Mystery, Detective, & Spy",in Children's Comics & Graphic Novels (Books),0
1888,Me and Sam-Sam Handle the Apocalypse,320 pages,"Simon & Schuster/Paula Wiseman Books; Reprint edition (June 9, 2020)Ê",in Children's Books on Disabilities,in Children's Fiction on Social Situations,in Children's Friendship Books,0
1889,The Fresh New Face of Griselda,272 pages,"Little, Brown Books for Young Readers (September 1, 2020)Ê",in Children's Books on Girls' & Women's Issues,in Children's Books on Emotions & Feelings (Books),in Children's Friendship Books,0
1890,"Young Captain Nemo (Young Captain Nemo, 1)",288 pages,"Feiwel & Friends (March 12, 2019)Ê",in Children's Boats & Ships Books (Books),in Children's Science Fiction Books (Books),in Children's Action & Adventure Books (Books),0
1891,Hazel's Theory of Evolution,352 pages,"HarperCollins (October 20, 2020)Ê",in Children's Books on LGBTQ+ Families,in Children's New Baby Books,in Children's Friendship Books,0
1892,A Pinch of Magic,432 pages,"Clarion Books (June 29, 2021)Ê",in Children's Siblings Books (Books),in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1893,A Kind of Paradise,304 pages,"HarperCollins (April 30, 2019)Ê",in Children,s Books about Libraries & Reading,in Children's Books on Emotions & Feelings (Books),0
1894,Idun and the Apples of Youth (Thunder Girls Book 3),237 pages,"Aladdin (October 8, 2019)Ê",in Children's Norse Folk Tales,in Children's eBooks on Girls' & Women's Issues,in Children's Books on Friendship,0
1895,Julius Zebra Joke Book Jamboree,96 pages,"Walker Books (June 6, 2019)Ê",in Children's Ancient Civilization Fiction (Books),"in Cat, Dog & Animal Humor', 'in Humorous Fiction']",,0
1896,Willow and the Fairy Glen,180 pages,"Walker Books (June 6, 2019)Ê",in Children's Coming of Age Fantasy Books,in Children's Sword & Sorcery Fantasy Books,in Teen & Young Adult Coming of Age Fantasy'],0
1897,The Sterling Cone,209 pages,"Walker Books (June 6, 2019)Ê",in Children's Sword & Sorcery Fantasy Books,in Children's Fantasy & Magic Adventure,in Children's Fantasy & Magic Books,0
1898,Angel Land,272 pages,"Walker Books (June 6, 2019)Ê",in Children's Action & Adventure Sci-Fi Books,"in Role Playing & Fantasy Games', 'in Coming of Age Fantasy eBooks']",,0
1899,Wish,256 pages,"Square Fish; Reprint edition (August 29, 2017)Ê",in Children's Multigenerational Family Life,in Children's Friendship Books,in Children's Dog Books (Books),0
1900,Green Eyes and Ham,448 pages,"HarperCollins (June 7, 2022)Ê",in Children's New Experiences Books,in Children's Self-Esteem Books,in Children's School Issues,0
1901,"The Shores Beyond Time (Chronicle of the Dark Star, 3)",512 pages,"Walden Pond Press; Reprint edition (January 21, 2020)Ê",in Children's Science Fiction Books (Books),in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
1902,Beyond The Kingdoms (Turtleback School & Library Binding Edition) (The Land of Stories),464 pages,"Turtleback Books; Reprint edition (June 7, 2016)Ê",in Children's Siblings Books (Books),in Children's Folk Tales & Myths (Books),in Children's Fantasy & Magic Books,0
1903,Tuesday: A Caldecott Award Winner,32 pages,"Clarion Books; Reprint edition (September 27, 2011)Ê",in Children's Frog & Toad Books,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1904,The Friendship Lie,272 pages,"Capstone Editions (August 1, 2019)Ê",in Children's Books on Marriage & Divorce,in Children's Friendship Books,,0
1905,"Planet Omar The Collection 3 Books Box Set by Zanib Mian (Accidental Trouble Magnet, Unexpected Super Spy & Incredible Rescue Mission)",,"Hodder Children's Books (January 1, 2021)Ê",in Teen & Young Adult Humorous Fiction,,,0
1906,The House on Hawthorn Road,307 pages,"The O'Brien Press (October 14, 2019)Ê",in Teen & Young Adult Literature & Fiction eBooks,in Paranormal & Urban Fantasy (Kindle Store),in Paranormal & Urban Fantasy (Books),0
1907,Mya's Strategy to Save the World,200 pages,"Puffin Canada (May 5, 2020)Ê",in Children's Books on Peer Pressure (Books),in Children's Friendship Books,in Children's Humor,0
1908,Roger Mantis: The Remarkable Metamorphosis of Roger McGillicutty,270 pages,"Month9Books, LLC (April 2, 2019)Ê",in Children's Baseball Books (Kindle Store),in Children's Baseball Books (Books),in Children's Fantasy Books,0
1909,Finding Orion,384 pages,"Walden Pond Press; Reprint edition (April 7, 2020)Ê",in Children's Books on Death & Dying,in Children's Parents Books,in Children's Friendship Books,0
1910,"Wished (Fairy Tale Reform School, 5)",256 pages,"Sourcebooks Young Readers; Reprint edition (February 4, 2020)Ê",in Children's Friendship Books,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1911,Picture Day (FrightVision),114 pages,"Independently published (April 19, 2019)Ê",in Children's Spine-Chilling Horror,in Children's Fantasy & Magic Books,,0
1912,The Perfect Star (The Perfect Score Series),384 pages,"Yearling (October 20, 2020)Ê",in Children's Values Books,in Children's Friendship Books,,0
1913,The Cursed Coin (Frightvision),159 pages,"Independently published (April 11, 2019)Ê",in Children's Spine-Chilling Horror,in Children's Chapter Books (Books),,0
1914,Lizzy Legend,256 pages,"Aladdin; Reprint edition (January 5, 2021)Ê",in Children's Basketball Books (Books),in Children's Books on Girls' & Women's Issues,in Children's Fantasy & Magic Books,0
1915,"Goodbye, Mr. Spalding",272 pages,"Calkins Creek; Illustrated edition (March 26, 2019)Ê",in Children's Baseball Books (Books),in Children's 1900s American Historical Fiction,in Children's Friendship Books,0
1916,Black Canary: Ignite,138 pages,"DC; Illustrated edition (October 29, 2019)Ê",in Children's Superhero Books,"in Children's Action & Adventure Comics & Graphic Novels',",in Children's Performing Arts Fiction,0
1917,The Paris Project,304 pages,"Simon & Schuster Books for Young Readers; Reprint edition (October 6, 2020)Ê",in Children's Siblings Books (Books),in Children's Friendship Books,in LGBTQ+ Books'],0
1918,Framed For Life (FrightVision Book 4),124 pages,"Simon & Schuster Books for Young Readers; Reprint edition (October 6, 2020)Ê",in Children's Halloween Books (Kindle Store),in Children's Dystopian Sci-Fi Books,in Children's Action & Adventure Sci-Fi Books,0
1919,Sunny Rolls the Dice: A Graphic Novel (Sunny #3),224 pages,"Graphix (October 1, 2019)Ê",in Children's Humorous Comics & Graphic Novels,in Children's School Issues,in Children's Friendship Books,0
1920,A Swirl of Ocean,224 pages,"Knopf Books for Young Readers (August 6, 2019)Ê",in Children's Country Life Books,in Children's Books on Emotions & Feelings (Books),in Children's Friendship Books,0
1921,The Butterfly Circus,224 pages,"Walker Books (June 6, 2019)Ê",in Children's Christian Family Fiction,in Children's Performing Arts Books (Books),in Children's Siblings Books (Books),0
1922,The Year I Didn't Eat,399 pages,"Yellow Jacket (September 24, 2019)Ê",in Teen & Young Adult Fiction about Self-Esteem,in Teen & Young Adult Fiction on Depression & Mental Health (Books),in Teen & Young Adult Fiction about Friendship,0
1923,Funny Kid #3: Prank Wars,256 pages,"HarperCollins; Illustrated edition (January 8, 2019)Ê",in Children's New Experiences Books,in Children's School Issues,in Children's Humor,0
1924,More to the Story,288 pages,"Salaam Reads / Simon & Schuster Books for Young Readers; Reprint edition (September 8, 2020)Ê",in Romance Fiction Writing Reference,in Children's School Issues,in Children's Friendship Books,0
1925,"Peasprout Chen: Battle of Champions (Book 2) (Peasprout Chen, 2)",384 pages,"Square Fish; Reprint edition (April 5, 2022)Ê",in Children's Martial Arts Books (Books),in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
1926,She's The Liar,208 pages,"Scholastic Press (May 28, 2019)Ê",in Children's Books on Peer Pressure (Books),in Children's Siblings Books (Books),in Children's School Issues,0
1927,"And Then I Turned Into a Mermaid (And Then I Turned Into a Mermaid, 1)",208 pages,"Sourcebooks Young Readers (June 2, 2020)Ê",in Children's Mermaid Folk Tales & Myths,in Children's Friendship Books,in Children's Fantasy & Magic Books,0
1928,Lizzie Flying Solo,336 pages,"HarperCollins (April 16, 2019)Ê",in Children's Books on Orphans & Foster Homes,in Children's Horse Books (Books),in Children's Friendship Books,0
1929,Trace,320 pages,"HarperCollins (April 14, 2020)Ê",in Children's Books on Orphans & Foster Homes,in Children's Black & African American Story Books,in Children's Spine-Chilling Horror,0
1930,Sleepover Scientist #3 (Jada Jones),96 pages,"Penguin Workshop (January 8, 2019)Ê",in Children's Books on Girls' & Women's Issues,in Children's Chapter Books (Books),in Children's Science & Nature Books,0
1931,The Impossible Boy,195 pages,"Quercus Children's Books (October 31, 2019)Ê",in Children's Christmas Books (Kindle Store),in Children's Sword & Sorcery Fantasy Books,in Children's Books on Friendship,0
1932,"Wings of Olympus (Wings of Olympus, 1)",240 pages,"HarperCollins; Illustrated edition (March 17, 2020)Ê",in Children's Greek & Roman Books,"in Children's Dragon, Unicorn & Mythical Stories",in Children's Fantasy & Magic Books,0
1933,Frazzled #3: Minor Incidents and Absolute Uncertainties,224 pages,"HarperCollins; Illustrated edition (February 5, 2019)Ê",in Children's Humorous Comics & Graphic Novels,in Children's Self-Esteem Books,in Children's School Issues,0
1934,The World Ends in April,384 pages,"Yearling; Illustrated edition (March 2, 2021)Ê",in Disaster Books for Children,in Children's New Experiences Books,in Children's Friendship Books,0
1935,Morgan Charmley: Teen Witch,320 pages,"Scholastic; 1st edition (September 5, 2019)Ê",in Teen & Young Adult Magical Realism Fiction,in Teen & Young Adult Humorous Fiction,in Teen & Young Adult Wizards & Witches Fantasy,0
1936,Lety Out Loud: A Wish Novel,208 pages,"Scholastic Paperbacks (May 5, 2020)Ê",in Children's Hispanic & Latino Books,in Children's Fiction on Social Situations,in Children's Friendship Books,0
1937,Two Dogs in a Trench Coat Go on a Class Trip (Two Dogs in a Trench Coat 3): Volume 3 (Two Dogs in a Trench Coat),192 pages,"Scholastic Press; Illustrated edition (May 28, 2019)Ê",in Children's Dog Books (Books),in Children's School Issues,in Children's Humor,0
1938,Flight of the Bluebird (The Unintentional Adventures of the Bland Sisters Book 3),176 pages,"Harry N. Abrams (May 19, 2020)Ê",in Children's Planes & Aviation Books,in Children's Siblings Books (Books),in Children's Action & Adventure Books (Books),0
1939,Kazu Jones and the Denver Dognappers,235 pages,"Little, Brown Books for Young Readers (April 4, 2019)Ê",in Children's Asia & Asia America Stories,in Children's Pet Books (Kindle Store),in Children's Books on Bullies,0
1940,Bravelands #4: Shifting Shadows,352 pages,"HarperCollins; Reprint edition (January 7, 2020)Ê",in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),in Children's Animals Books,0
1941,Amelia Earhart and the Flying Chariot (Time Twisters),176 pages,"Roaring Brook Press; Illustrated edition (June 25, 2019)Ê",in Children's Time Travel Fiction,in Children's 1900s American Historical Fiction,in Children's Chapter Books (Books),0
1942,The Breakaways,224 pages,"First Second (March 5, 2019)Ê",in Children's Books on Girls' & Women's Issues,in Children's Friendship Books,in Children's Literature (Books),0
1943,The Missing (2) (Titans),480 pages,"Aladdin; Reprint edition (July 6, 2021)Ê",in Children's Greek & Roman Books,"in Children's Dragon, Unicorn & Mythical Stories",in Children's Fantasy & Magic Books,0
1944,Glitch,400 pages,"HarperCollins (May 4, 2021)Ê",in Children's Time Travel Fiction,in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
1945,Operatic,160 pages,"Groundwood Books; Illustrated edition (April 1, 2019)Ê",in Children's Performing Arts Fiction,in Children's School Issues,in Children's Books on Emotions & Feelings (Books),0
